date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:24:14	3233/3233	---MCZ	200	added ('OK')	text/css	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/options/optionswitch.css	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/options/optionswitch.css	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:15	11476/11476	---MCZ	200	added ('OK')	text/css	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/css/colors/default.css	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/css/colors/default.css	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:15	9340/9340	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2258618e9b-247c%22	http://themes.iamabdus.com/bigbag/1.1/.login-modal	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/.login-modal	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:15	1246/1246	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/logo.png	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/logo.png	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:16	46918/46918	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/index-v1.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/index-v1.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:16	48033/48033	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/index-v2.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/index-v2.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:16	55138/55138	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/index-v4.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/index-v4.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:17	48459/48459	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/product-grid-left-sidebar.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/product-grid-left-sidebar.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:17	48510/48510	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/product-grid-right-sidebar.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/product-grid-right-sidebar.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:18	39458/39458	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/product-grid-3-col-filter.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/product-grid-3-col-filter.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:18	38518/38518	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/product-grid-3-col.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/product-grid-3-col.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:19	39353/39353	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/product-grid-4-col.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/product-grid-4-col.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:19	45539/45539	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/product-list-left-sidebar.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/product-list-left-sidebar.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:19	45607/45607	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/product-list-right-sidebar.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/product-list-right-sidebar.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:20	35090/35090	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/single-product.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/single-product.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:20	26199/26199	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/cart-page.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/cart-page.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:20	27401/27401	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/checkout-step-1.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/checkout-step-1.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:21	28142/28142	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/checkout-step-2.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/checkout-step-2.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:21	27569/27569	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/checkout-step-3.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/checkout-step-3.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:22	31722/31722	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/checkout-step-4.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/checkout-step-4.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:22	23292/23292	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/checkout-complete.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/checkout-complete.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:22	9916/9916	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/menu-photo.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/menu-photo.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:23	27668/27668	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/about-us.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/about-us.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:23	23630/23630	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/signup.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/signup.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:24	24754/24754	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/signup-login.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/signup-login.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:24	23721/23721	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/login.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/login.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:25	23076/23076	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/lost-password.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/lost-password.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:25	24483/24483	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/privacy-policy.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/privacy-policy.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:25	24791/24791	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/terms-and-conditions.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/terms-and-conditions.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:26	3207/3207	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/404.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/404.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:26	66659/66659	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/short-code.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/short-code.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:27	3470/3470	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/coming-soon.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/coming-soon.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:27	37242/37242	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/blog-right-sidebar.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/blog-right-sidebar.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:28	37295/37295	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/blog-left-sidebar.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/blog-left-sidebar.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:28	33199/33199	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/blog-fullwidth.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/blog-fullwidth.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:29	31649/31649	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/blog-single-fullwidth.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/blog-single-fullwidth.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:29	35370/35370	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/blog-single-right-sidebar.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/blog-single-right-sidebar.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:30	35425/35425	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/blog-single-left-sidebar.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/blog-single-left-sidebar.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:30	26578/26578	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/account-dashboard.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/account-dashboard.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:30	26498/26498	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/account-profile.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/account-profile.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:31	25903/25903	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/account-all-orders.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/account-all-orders.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:31	27458/27458	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/account-single-order.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/account-single-order.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:32	25991/25991	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/account-wishlist.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/account-wishlist.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:32	26196/26196	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/account-address.html	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/account-address.html	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:33	1508/1508	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/cart-items/cart-item-01.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/cart-items/cart-item-01.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:37	49237/49237	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/banner-slider/slider-img4.png	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/banner-slider/slider-img4.png	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:37	15728/15728	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/product-deal/product-1.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/product-deal/product-1.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:40	14674/14674	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/product-deal/product-2.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/product-deal/product-2.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:40	16041/16041	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/product-deal/product-3.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/product-deal/product-3.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:41	9340/9340	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22582a2740-247c%22	http://themes.iamabdus.com/bigbag/1.1/.quick-view	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/.quick-view	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:42	10031/10031	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img7.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img7.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:42	50280/50280	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/banner-slider/slider-img5.png	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/banner-slider/slider-img5.png	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:43	14679/14679	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img8.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img8.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:44	13662/13662	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img9.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img9.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:44	59785/59785	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/banner-slider/slider-img6.png	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/banner-slider/slider-img6.png	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:44	11392/11392	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img10.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img10.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:46	13944/13944	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img11.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img11.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:46	10833/10833	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img12.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img12.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:46	8565/8565	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img3.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img3.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:47	18198/18198	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img13.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img13.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:47	10868/10868	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img6.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img6.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:47	8702/8702	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img5.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img5.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:48	8797/8797	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img4.jpg	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/featured-product/product-img4.jpg	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:50	8976/8976	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/testimonial/author1.png	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/testimonial/author1.png	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:50	8118/8118	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/partners/partner-01.png	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/partners/partner-01.png	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
16:24:51	9076/9076	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jan%202017%2007:12:14%20GMT	http://themes.iamabdus.com/bigbag/1.1/img/home/partners/partner-02.png	C:/My%20Web%20Sites/bigbag/bigbag/themes.iamabdus.com/bigbag/1.1/img/home/partners/partner-02.png	(from http://themes.iamabdus.com/bigbag/1.1/index-v3.html)
